0-10,20-oct,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,Toxics commits avarage,Number of authors with toxic commits,Number of authors with toxic commits > 50%,Total commits,Total commits per day,Accumulated commits,Committers,suma,Committers Weight,classes,ncloc,functions,duplicated_lines,test_errors,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,directories,file_complexity,violations,duplicated_blocks,duplicated_files,lines,public_api,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating,%Toxicos
2,0,0,0,0,2,0,0,0,0,0.277544796,1,1,4,0.083333333,1709,1,1715.083333,100,2746,150425,13115,35006,0,0,35.7,27307,41948,21.8,12.4,2521,0,11,10274,1302,455,282240,0,60159,43,2308,2824,4813,286,71695,38.3,28772,29.2,78749,1,1,10273,1,0,1.7,0,10044,0,216,0,2603,3,225,5,23576,0,246,5,2
28,2,1,2,1,3,2,3,2,8,0.282322132,4,4,52,0.183098592,1705,6,1767.183099,3.05795899,2746,150425,13115,35006,0,0,35.6,27307,41948,21.8,12.4,2521,0,11,10279,1302,455,282240,0,60159,43,2308,2829,4813,286,71695,38.2,28772,29.2,78899,1,1,10278,1,0,1.7,0,10049,0,216,0,2603,3,225,5,23576,0,246,5,2
3,5,1,0,1,1,0,0,3,0,0.227940066,3,3,14,0.194444444,1653,4,1674.194444,22.26345083,2734,149867,13078,34838,0,0,0,27234,41918,21.9,12.5,2510,0,11,10845,1294,451,279024,0,60015,51,2336,2904,5274,280,72676,0,0,0,133295,1,0,10845,0,0,3,4.85958486,10629,0,200,0,2323,5,270,5,23503,16380,252,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,0,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,2,0.626329422,2,2,4,0.444444444,4813,2,4821.444444,37.5,6192,342231,27231,34986,0,0,50.3,72655,53037,13.4,6,5899,0,12.3,22151,2175,862,583009,0,146251,2,3073,4264,14306,506,163621,54.2,92549,43.3,136687,1,0,22151,0,0,1.3,0,21958,0,179,0,2236,4,210,2,78845,540,0,1,3
28,2,3,2,3,6,1,2,10,11,0.35933158,10,10,68,0.345177665,4809,17,4904.345178,2.652184895,6192,342231,27231,34986,0,0,50.3,72655,53037,13.4,6,5899,0,12.3,22151,2175,862,583009,0,146251,2,3073,4264,14306,506,163621,54.2,92549,43.4,136687,1,0,22151,0,0,1.3,0,21958,0,179,0,2236,4,210,2,78845,540,0,1,2
49,20,12,5,7,4,3,7,16,10,0.243656847,11,11,133,0.81097561,4741,17,4902.810976,1.789845931,6141,340801,27090,35138,0,0,49.4,72325,52862,13.4,6.1,5851,0,12.4,23569,2177,864,580004,0,145792,2,3123,5068,14870,506,163022,53.3,92193,42.6,182567,1,0,23569,0,0,1.8,0.548302872,23262,0,165,0,2026,4,1490,2,78761,34470,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,24,10,14,12,11,15,19,15,19,0.255959307,6,6,239,6.828571429,3103,9,3363.828571,1.509719739,2923,549902,34023,13142,0,54,24.1,78366,63868,10.4,1.7,3224,0,29,17258,556,168,783618,0,259030,600,3411,5731,7195,321,190166,25.3,59925,20.5,181146,1,5,17258,0,0,1.1,0.987808835,16514,0,622,0,7065,5,2304,5,77996,215730,107,5,1
252,45,32,34,37,24,26,63,41,42,0.255992403,11,11,596,5.570093458,2864,15,3491.570093,0.410058673,2896,547875,33883,12806,0,54,24.3,78093,63784,10.4,1.6,3194,0,29.2,17301,538,161,780826,0,258527,594,3448,5712,7223,324,189648,25.4,59862,20.6,181057,1,4,17301,0,0,1.1,1.219179973,16559,0,620,0,7100,5,2304,5,77883,1666530,110,5,1
198,31,23,19,22,18,12,21,37,27,0.223435028,6,6,408,5.746478873,2268,10,2697.746479,0.704255181,2857,528661,33982,12716,0,85,24.6,79223,64906,10.9,1.6,3159,0,30,23992,541,173,773122,0,265734,662,3815,9230,9766,519,186369,25.9,59866,20.7,214490,1,0,23992,0,0,1.4,0.70316173,23221,0,654,0,7256,5,2164,5,79538,340320,143,5,1
156,45,24,23,23,23,22,32,32,35,0.269699501,8,8,415,5.928571429,1860,12,2300.928571,0.727609485,2803,519799,33531,15560,0,85,24.6,78249,63974,11,2,3097,0,30.2,22717,624,189,761335,0,262789,670,3782,8026,9723,516,182982,26,60225,20.3,208303,1,0,22717,0,0,1.3,0.969932105,21951,0,651,0,7107,5,2132,5,78773,1886730,134,5,2
81,23,17,13,13,18,14,15,7,9,0.214425151,6,6,210,6.774193548,1445,9,1676.774194,1.823411545,2536,461716,30974,14403,0,85,27.1,72609,59412,11.4,2.1,2808,0,31.1,21248,579,178,695142,0,239985,587,3536,7609,8985,531,162620,29.3,60103,21.1,198292,1,0,21248,0,0,1.4,1.236334355,20561,0,573,0,6312,5,2112,5,73793,322890,102,5,1
55,28,18,17,5,12,17,8,12,17,0.267043018,6,6,189,6.3,1235,11,1447.3,1.095026415,2393,430636,29646,14535,0,104,26.6,68716,50024,10.4,2.2,2669,0,31.2,19875,601,183,652063,0,226143,559,3275,7125,8417,499,151701,28.9,57138,20.3,184451,1,0,19875,0,0,1.4,13.3974359,19224,0,539,0,5923,5,2052,5,69465,1560,105,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,18,6,7,3,2,6,11,5,8,0.112038756,9,9,226,2.756097561,1573,14,1824.756098,3.008930658,2776,226953,15129,23597,0,0,24.9,34673,44151,16.3,6.4,2535,0,14.6,8211,1544,410,367457,0,89039,12,179,4877,3020,123,140247,24.4,33199,26.6,130795,1,102,8211,0,0,1.9,0.489607792,8187,0,22,0,385,5,30,4,30481,114990,21,5,1
141,23,16,7,10,8,8,6,10,19,0.163995912,10,10,248,0.654353562,1347,15,1620.654354,1.900766041,2726,224192,14747,23076,0,0,18.2,34361,41426,15.6,6.4,2524,0,14.5,8888,1540,410,359420,0,89604,149,466,5028,3125,120,126453,17.5,32905,20.5,136260,1,108,8888,0,0,2,0,8848,0,38,0,485,5,30,4,30741,13770,21,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7705,0,7705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,1,0,0,0,2,1,1,1,0.329710543,3,3,12,12,7705,5,7737,11.4379085,2353,133113,14369,7212,0,270,71.4,20515,26817,16.8,3.2,2006,0,12.3,2549,270,164,228939,0,33635,65,306,1209,861,108,47349,72.1,11115,68.7,26629,1,52,2549,0,0,0.7,0.389714103,2457,0,92,0,1304,5,0,1,7303,62610,0,1,2
6,0,3,0,0,1,4,2,1,0,0.335397243,5,5,17,4.25,7693,8,7727.25,7.118141374,2356,133169,14383,7350,0,270,71.4,20526,26817,16.8,3.2,2007,0,12.3,2551,272,166,229031,0,33648,65,306,1211,861,108,47370,72,11115,68.7,26669,1,52,2551,0,0,0.7,0.453167385,2459,0,92,0,1304,5,0,1,7303,62670,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7676,0,7676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,1,0,1,1,1,1,0,1,0.250513653,2,2,12,12,7676,3,7705,11.9047619,2320,131986,14204,7140,0,270,71.3,20313,26471,16.7,3.1,1990,0,12.3,2530,266,161,226838,0,33356,65,306,1201,850,108,46937,72,11057,68.6,26433,1,52,2530,0,0,0.7,0.07301935,2440,0,90,0,1264,5,0,1,7268,54780,0,1,1
5,0,2,0,0,0,2,2,0,2,0.372663131,3,3,13,6.5,7664,4,7690.5,14.47963801,2320,131824,14204,7113,0,270,71.3,20313,26469,16.7,3.1,1990,0,12.3,2535,264,159,226672,0,33356,65,306,1206,850,108,46937,71.9,11057,68.6,26428,1,52,2535,0,0,0.7,0.0039801,2445,0,90,0,1264,5,0,1,7268,50250,0,1,2
0,0,0,0,0,0,0,1,0,0,0.766215801,1,1,1,0.5,7651,1,7654.5,100,2320,131823,14204,7113,0,270,71.3,20313,26469,16.7,3.1,1990,0,12.3,2535,264,159,226671,0,33356,65,306,1206,850,108,46937,71.9,11057,68.6,26428,1,52,2535,0,0,0.7,0.0039801,2445,0,90,0,1264,5,0,1,7268,50250,0,1,3
3,2,1,0,0,0,1,1,0,1,0.271141688,2,2,9,9,7650,4,7674,19.75308642,2320,131767,14200,7113,0,270,71.3,20294,26468,16.7,3.1,1990,0,12.3,2535,264,159,226608,0,33330,65,306,1206,850,108,46906,71.9,11039,68.5,26428,1,52,2535,0,0,0.7,0.004120313,2445,0,90,0,1264,5,0,1,7257,48540,0,1,1
3,0,1,1,0,0,2,1,1,0,0.334492127,2,2,9,9,7641,3,7664,15.55555556,2320,131773,14200,7113,0,270,71.3,20296,26469,16.7,3.1,1990,0,12.3,2535,264,159,226615,0,33334,65,306,1206,850,108,46909,71.9,11041,68.5,26428,1,52,2535,0,0,0.7,0.003898635,2445,0,90,0,1264,5,0,1,7259,51300,0,1,2
9,1,2,0,1,0,6,2,0,0,0.263224307,3,3,21,10.5,7632,6,7672.5,6.256517205,2296,130619,14010,7113,0,262,71.1,20071,26190,16.7,3.2,1981,0,12.2,2522,264,159,224587,0,32973,65,306,1195,851,105,46417,71.9,10943,68.1,26336,1,52,2522,0,0,0.7,0,2432,0,90,0,1264,5,0,1,7203,13170,0,1,2
4,1,1,0,0,0,1,1,0,0,0.183939695,2,2,8,8,7611,3,7632,17.30769231,2296,130619,14010,7113,0,262,71.1,20071,26190,16.7,3.2,1981,0,12.2,2522,264,159,224587,0,32973,65,306,1195,851,105,46417,71.9,10943,68,26336,1,52,2522,0,0,0.7,0.178015131,2432,0,90,0,1264,5,0,1,7203,22470,0,1,1
5,1,2,0,0,0,2,1,0,0,0.193487904,2,2,11,3.666666667,7603,3,7622.666667,12.91866029,2296,130619,14010,7113,0,262,71.1,20071,26190,16.7,3.2,1981,0,12.2,2522,264,159,224587,0,32973,65,306,1195,851,105,46417,71.9,10943,68,26336,1,52,2522,0,0,0.7,0.342759212,2432,0,90,0,1264,5,0,1,7203,23340,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7592,0,7592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,1,2,0,0,3,1,0,0,0.215061921,2,2,13,13,7592,4,7624,9.925558313,2296,130541,14009,7113,0,262,71.1,20061,26178,16.7,3.2,1980,0,12.2,2520,264,159,224489,0,32960,65,305,1194,851,105,46404,71.9,10939,68.1,26296,1,52,2520,0,0,0.7,0.196367207,2430,0,90,0,1264,5,0,1,7196,20370,0,1,1
3,0,2,1,0,0,2,1,1,0,0.299183011,2,2,10,10,7579,3,7604,18.26086957,2296,130541,14009,7113,0,262,71.1,20061,26178,16.7,3.2,1980,0,12.2,2520,264,159,224489,0,32960,65,305,1194,851,105,46404,71.9,10939,68,26296,1,52,2520,0,0,0.7,0.171600172,2430,0,90,0,1264,5,0,1,7196,23310,0,1,2
6,0,2,0,1,0,1,1,1,1,0.251007337,3,3,13,13,7569,4,7602,12.51629726,2293,130359,13981,6899,0,262,71.1,20021,26083,16.7,3.1,1978,0,12.2,2517,257,158,224093,0,32900,65,305,1192,850,105,46324,71.8,10913,68,26206,1,51,2517,0,0,0.7,0,2427,0,90,0,1264,5,0,1,7187,14040,0,1,1
3,1,1,0,0,1,1,1,0,0,0.258193552,2,2,8,2.666666667,7556,4,7572.666667,15.625,2293,130359,13981,6899,0,262,71.1,20021,26083,16.7,3.1,1978,0,12.2,2517,257,158,224093,0,32900,65,305,1192,850,105,46324,71.8,10913,68,26206,1,51,2517,0,0,0.7,0,2427,0,90,0,1264,5,0,1,7187,14910,0,1,2
7,0,1,0,0,0,3,1,0,2,0.333262512,3,3,14,14,7548,4,7583,12.19512195,2293,130329,13977,6949,0,262,71.1,20011,26062,16.7,3.1,1978,0,12.2,2516,257,158,224024,0,32886,65,304,1192,850,105,46308,71.8,10897,68.1,26200,1,51,2516,0,0,0.7,0,2426,0,90,0,1264,5,0,1,7181,16980,0,1,2
6,0,2,0,2,2,4,2,0,0,0.302241405,2,2,18,9,7534,2,7565,19.75308642,2293,130229,13977,6949,0,262,71.2,20011,26038,16.7,3.1,1976,0,12.2,2514,257,158,223890,0,32886,65,304,1191,849,105,46308,71.9,10897,68.2,26190,1,51,2514,0,0,0.7,0,2424,0,90,0,1264,5,0,1,7181,14490,0,1,2
3,0,1,0,0,0,1,1,0,1,0.349871329,3,3,7,7,7516,4,7537,17.58241758,2293,130229,13977,6949,0,262,71.1,20011,26038,16.7,3.1,1976,0,12.2,2514,257,158,223890,0,32886,65,304,1191,849,105,46308,71.8,10897,68.1,26190,1,51,2514,0,0,0.7,0,2424,0,90,0,1264,5,0,1,7181,14940,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7509,0,7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,2,0,0,1,4,3,1,0,0.33535601,5,5,19,4.75,7509,5,7542.75,7.368421053,2293,130107,13974,6949,0,262,71.1,20002,26014,16.7,3.1,1974,0,12.2,2514,257,158,223730,0,32874,65,304,1191,849,105,46295,71.9,10881,68.1,26190,1,51,2514,0,0,0.7,0.191256831,2424,0,90,0,1264,5,0,1,7175,18300,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7490,0,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,2,1,0,1,4,2,0,0,0.230792613,3,3,21,10.5,7490,5,7529.5,6.683375104,2293,130095,13973,6949,0,262,71.1,20001,26013,16.7,3.1,1974,0,12.2,2514,257,158,223712,0,32871,65,304,1191,849,105,46291,71.8,10881,68.1,26190,1,51,2514,0,0,0.7,1.055473736,2424,0,90,0,1264,5,0,1,7175,20370,0,1,1
5,0,1,1,0,0,0,2,1,0,0.244028354,3,3,10,10,7469,4,7496,12.72727273,2293,130081,13973,6949,0,262,71.1,20001,26012,16.7,3.1,1974,0,12.2,2514,257,158,223697,0,32871,65,304,1191,849,105,46291,71.8,10881,68.1,26190,1,51,2514,0,0,0.7,0.968783638,2424,0,90,0,1264,5,0,1,7175,27870,0,1,1
5,1,1,0,0,0,2,1,0,4,0.427777427,4,4,14,3.5,7459,6,7486.5,9.703504043,2293,130077,13973,6949,0,262,71,20001,26012,16.7,3.1,1974,0,12.2,2523,257,158,223693,0,32863,70,304,1195,849,105,46286,71.7,10877,68.1,26180,1,44,2517,6,0,0.7,0.995575221,2423,0,94,0,1319,5,90,5,7169,27120,0,1,2
7,0,2,1,3,0,4,3,1,0,0.280462151,3,3,21,21,7445,4,7494,8.556149733,2291,129764,13935,6703,0,262,71.1,19947,25888,16.6,3,1972,0,12.2,2514,249,153,223147,0,32751,68,309,1181,851,105,46144,71.8,10847,68.1,25890,1,43,2514,0,0,0.7,0.025100402,2408,0,94,0,1319,5,140,5,7150,19920,33,5,2
6,0,1,0,0,0,1,1,0,1,0.245822477,3,3,10,5,7424,3,7445,14.11764706,2289,129557,13903,6703,0,262,71,19898,25774,16.6,3,1971,0,12.2,2509,249,153,222708,0,32679,65,309,1180,850,105,46053,71.8,10813,68,25850,1,42,2509,0,0,0.7,0,2403,0,94,0,1319,5,140,5,7138,16380,33,5,1
2,0,1,0,0,0,2,1,0,1,0.439707722,3,3,7,2.333333333,7414,3,7429.333333,19.48051948,2289,129557,13903,6703,0,262,71,19898,25774,16.6,3,1971,0,12.2,2509,249,153,222708,0,32679,65,309,1180,850,105,46053,71.7,10813,68,25850,1,42,2509,0,0,0.7,0,2403,0,94,0,1319,5,140,5,7138,16320,33,5,2
8,0,1,1,0,0,2,1,0,0,0.163682846,2,2,13,13,7407,5,7440,9.355509356,2289,129558,13901,6703,0,262,71,19898,25767,16.6,3,1971,0,12.2,2509,249,153,222698,0,32678,65,309,1180,850,105,46056,71.7,10816,68,25850,1,42,2509,0,0,0.7,0.002604167,2403,0,94,0,1319,5,140,5,7139,38400,33,5,1
6,0,1,0,0,1,2,1,0,0,0.240422444,3,3,11,11,7394,4,7423,16.78321678,2289,129486,13893,6682,0,262,71,19883,25759,16.6,3,1971,0,12.1,2507,247,153,222598,0,32650,65,309,1178,850,105,46024,71.7,10794,67.9,25790,1,42,2507,0,0,0.7,0.00281294,2401,0,94,0,1319,5,140,5,7130,35550,33,5,2
3,0,1,0,0,0,1,1,1,0,0.337886061,2,2,7,7,7383,3,7402,19.48051948,2289,129436,13893,6682,0,262,70.9,19883,25747,16.6,3,1970,0,12.1,2514,247,153,222531,0,32650,65,309,1185,850,105,46024,71.7,10794,67.8,25790,1,37,2514,0,0,0.7,0.314569536,2401,0,101,0,1409,5,140,5,7130,108720,33,5,2
6,0,2,1,0,0,2,1,1,0,0.227177858,3,3,13,13,7376,4,7409,9.925558313,2288,129402,13889,6682,0,262,70.9,19878,25738,16.6,3,1969,0,12.2,2518,247,153,222459,0,32640,65,309,1185,850,109,46007,71.7,10792,67.8,25790,1,37,2518,0,0,0.7,0.318791946,2405,0,101,0,1409,5,140,5,7129,107280,33,5,1
5,0,1,0,0,0,3,3,1,0,0.399132068,3,3,13,3.25,7363,3,7385.25,14.42307692,2281,128974,13813,6391,0,262,70.8,19761,25530,16.5,2.9,1965,0,12.1,2505,239,149,221529,0,32468,65,309,1177,849,105,45816,71.5,10750,67.5,25549,1,37,2505,0,0,0.7,0.369888274,2392,0,101,0,1409,5,140,5,7120,92190,33,5,2
15,1,4,3,1,1,5,1,1,2,0.220330112,5,5,34,17,7350,5,7411,6.025824964,2255,127707,13685,6338,0,262,71.1,19573,25404,16.6,2.9,1943,0,12.1,2415,237,148,219459,0,32099,65,305,1125,818,102,45343,72,10726,67.4,25099,1,37,2415,0,0,0.7,0,2310,0,93,0,1309,5,140,5,7045,17520,33,5,1
6,0,1,0,0,0,2,1,0,0,0.212837124,2,2,10,10,7316,3,7341,14.11764706,2256,127749,13700,6338,0,262,71.1,19601,25404,16.6,2.9,1944,0,12.2,2420,237,148,219537,0,32125,65,305,1129,818,103,45360,72,10738,67.5,25174,1,37,2420,0,0,0.7,0.452609159,2315,0,93,0,1309,5,140,5,7037,18780,33,5,1
4,0,1,0,0,0,1,1,0,0,0.210237231,2,2,7,7,7306,2,7324,24.48979592,2255,127707,13685,6338,0,262,71.1,19573,25404,16.6,2.9,1943,0,12.1,2415,237,148,219459,0,32099,65,305,1125,818,102,45343,72,10726,67.4,25099,1,37,2415,0,0,0.7,0,2310,0,93,0,1309,5,140,5,7045,10200,33,5,1
2,0,1,0,0,0,3,1,0,0,0.39950238,2,2,7,2.333333333,7299,2,7312.333333,24.48979592,2255,127707,13685,6338,0,262,71.1,19573,25404,16.6,2.9,1943,0,12.1,2415,237,148,219459,0,32099,65,305,1125,818,102,45343,72,10726,67.3,25099,1,37,2415,0,0,0.7,0,2310,0,93,0,1309,5,140,5,7045,10230,33,5,2
4,0,1,0,0,0,1,1,0,0,0.210295098,2,2,7,7,7292,2,7310,24.48979592,2255,127707,13685,6338,0,262,71.1,19573,25404,16.6,2.9,1943,0,12.1,2415,237,148,219459,0,32099,65,305,1125,818,102,45343,72,10726,67.4,25099,1,37,2415,0,0,0.7,0,2310,0,93,0,1309,5,140,5,7045,10230,33,5,1
5,1,3,0,0,0,3,1,0,0,0.215096107,2,2,13,13,7285,4,7317,11.78396072,2255,127707,13685,6338,0,262,71.1,19573,25404,16.6,2.9,1943,0,12.1,2415,237,148,219459,0,32099,65,305,1125,818,102,45343,72,10726,67.3,25099,1,37,2415,0,0,0.7,0,2310,0,93,0,1309,5,140,5,7045,11700,33,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7272,0,7272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,1,0,0,0,2,1,1,0,0.264205109,3,3,11,11,7272,5,7302,10.97178683,2255,127708,13685,6338,0,262,71.1,19573,25404,16.6,2.9,1943,0,12.1,2415,237,148,219461,0,32099,65,305,1125,818,102,45343,72,10726,67.4,25099,1,37,2415,0,0,0.7,0.018066847,2310,0,93,0,1309,5,140,5,7045,22140,33,5,2
11,1,2,2,0,0,3,3,0,0,0.195967891,2,2,22,5.5,7261,4,7294.5,9.59040959,2255,127706,13684,6338,0,266,71.1,19572,25403,16.6,2.9,1943,0,12.1,2414,237,148,219455,0,32100,64,305,1125,818,102,45343,71.9,10726,67.3,25089,1,37,2414,0,0,0.7,0.01826484,2309,0,93,0,1309,5,140,5,7045,21900,33,5,1
3,0,1,0,0,1,3,1,0,0,0.371349017,2,2,9,9,7239,3,7262,15.55555556,2255,127706,13684,6338,0,266,71.1,19572,25403,16.6,2.9,1943,0,12.1,2414,237,148,219455,0,32100,64,305,1125,818,102,45343,72,10726,67.4,25089,1,37,2414,0,0,0.7,0.144467935,2309,0,93,0,1309,5,140,5,7045,28380,33,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7230,0,7230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,2,0,0,0,2,2,0,0,0.155031694,2,2,19,9.5,7230,3,7263.5,17.45152355,2252,127318,13644,6338,0,266,71,19508,25226,16.5,2.9,1941,0,12.1,2411,237,148,218738,0,31946,63,305,1124,817,102,45159,71.8,10679,67.2,25072,1,37,2411,0,0,0.7,0.30848329,2306,0,93,0,1309,5,140,5,7019,23340,33,5,1
4,0,1,0,0,1,3,1,0,0,0.33910501,2,2,10,10,7211,2,7235,18,2252,127318,13644,6338,0,266,71,19508,25226,16.5,2.9,1941,0,12.1,2411,237,148,218738,0,31946,63,305,1124,817,102,45159,71.9,10679,67.2,25072,1,37,2411,0,0,0.7,0.30848329,2306,0,93,0,1309,5,140,5,7019,23340,33,5,2
3,1,2,0,1,0,1,1,0,1,0.242671299,2,2,10,3.333333333,7201,3,7219.333333,18.26086957,2252,127318,13644,6338,0,266,71,19508,25226,16.5,2.9,1941,0,12.1,2412,237,148,218738,0,31946,63,305,1125,817,102,45159,71.9,10679,67.3,25072,1,36,2412,0,0,0.7,0.316100162,2306,0,94,0,1314,5,140,5,7019,105030,33,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7191,0,7191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,1,1,0,0,3,1,1,0,0.278713703,3,3,13,13,7191,4,7224,11.78396072,2249,127115,13631,6338,0,254,70.9,19476,25216,16.6,2.9,1939,0,12.1,2409,237,148,218458,0,31871,63,303,1124,817,102,45060,71.8,10649,67.1,25035,1,36,2409,0,0,0.7,0.28256705,2303,0,94,0,1314,5,140,5,6989,104400,33,5,2
6,0,1,1,0,1,1,1,0,1,0.24654899,4,4,12,12,7178,5,7211,10.1010101,2248,126983,13620,6338,0,254,70.9,19462,25197,16.6,2.9,1938,0,12.1,2404,237,148,218272,0,31848,62,300,1123,817,102,45009,71.8,10643,67.1,25000,1,36,2404,0,0,0.7,0.262070356,2299,0,93,0,1309,5,140,5,6986,99210,33,5,1
5,0,1,0,1,0,3,1,1,1,0.352670449,4,4,13,13,7166,6,7202,11.78396072,2248,126940,13616,6338,0,254,70.9,19452,25196,16.6,2.9,1938,0,12.1,2404,237,148,218227,0,31835,62,300,1123,817,102,44992,71.8,10634,67.1,25000,1,36,2404,0,0,0.7,0.26326448,2299,0,93,0,1309,5,140,5,6983,98760,33,5,2
6,2,4,0,1,0,2,2,0,0,0.171370282,2,2,17,4.25,7153,3,7179.25,11.22994652,2183,124309,13342,6338,0,254,71,19012,24819,16.6,3,1902,0,12.1,2359,237,148,213927,0,31056,62,295,1101,801,100,43898,71.9,10392,67,24628,1,33,2359,0,0,0.7,0,2254,0,93,0,1309,5,140,5,6806,14610,33,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7136,0,7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0,2,1,0,1,0.435613973,3,3,7,7,7136,3,7156,19.48051948,2183,124215,13343,6338,0,254,71,19013,24797,16.6,3,1900,0,12.1,2359,237,148,213805,0,31060,62,295,1101,801,100,43902,71.9,10392,67,24628,1,33,2359,0,0,0.7,0,2254,0,93,0,1309,5,140,5,6806,11250,33,5,2
5,0,1,0,0,1,2,1,1,0,0.32318358,3,3,11,11,7129,4,7158,11.63636364,2183,124215,13343,6338,0,254,71,19013,24797,16.6,3,1900,0,12.1,2359,237,148,213805,0,31060,62,295,1101,801,100,43902,71.9,10392,67,24628,1,33,2359,0,0,0.7,0.348162476,2254,0,93,0,1309,5,140,5,6806,15510,33,5,2
8,0,4,0,1,0,2,2,0,0,0.173166093,2,2,17,8.5,7118,5,7150.5,9.515570934,2183,124179,13339,6338,0,254,71,19005,24790,16.6,3,1900,0,12.1,2359,237,148,213748,0,31049,62,295,1101,801,100,43882,71.9,10384,67,24628,1,33,2359,0,0,0.7,0.28526149,2254,0,93,0,1309,5,140,5,6802,18930,33,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101,0,7101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
